Dependency=Geometry Building Type ACS	Dependency=PUMA	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	source_count	source_weight	sampling_probability
5 to 9 Unit	"GA, 03102"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7625	0	0
50 or more Unit	"GA, 03102"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7053	243	1.71E-06
Mobile Home	"GA, 03102"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	63	1959	1.38E-05
Single-Family Attached	"GA, 03102"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	48	987	6.94E-06
Single-Family Detached	"GA, 03102"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1902	43040	0.000302767
10 to 19 Unit	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	61	955	6.94E-06
2 Unit	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	43	743	5.40E-06
20 to 49 Unit	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	35	420	3.05E-06
3 or 4 Unit	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	89	1463	1.06E-05
5 to 9 Unit	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	87	1505	1.09E-05
50 or more Unit	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	25	370	2.69E-06
Mobile Home	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	476	11584	8.41E-05
Single-Family Attached	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	64	824	5.98E-06
Single-Family Detached	"GA, 03200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	3149	58979	0.000428359
10 to 19 Unit	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	55	1139	7.55E-06
2 Unit	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	15	276	1.83E-06
20 to 49 Unit	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	41	1096	7.26E-06
3 or 4 Unit	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	18	352	2.33E-06
5 to 9 Unit	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	29	578	3.83E-06
50 or more Unit	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	51	1021	6.77E-06
Mobile Home	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	181	3352	2.22E-05
Single-Family Attached	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	305	4660	3.09E-05
Single-Family Detached	"GA, 03300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	4617	68463	0.000453786
10 to 19 Unit	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	114	2898	2.07E-05
2 Unit	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	40	876	6.27E-06
20 to 49 Unit	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	55	1057	7.56E-06
3 or 4 Unit	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	68	1515	1.08E-05
5 to 9 Unit	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	79	2142	1.53E-05
50 or more Unit	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	96	1965	1.41E-05
Mobile Home	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	403	8169	5.84E-05
Single-Family Attached	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	129	2469	1.77E-05
Single-Family Detached	"GA, 03400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	3148	52044	0.000372332
10 to 19 Unit	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	24	647	4.78E-06
2 Unit	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	75	1180	8.71E-06
20 to 49 Unit	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	20	234	1.73E-06
3 or 4 Unit	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	80	1284	9.48E-06
5 to 9 Unit	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	47	664	4.90E-06
50 or more Unit	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	12	212	1.56E-06
Mobile Home	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	756	15057	0.000111147
Single-Family Attached	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	48	882	6.51E-06
Single-Family Detached	"GA, 03500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2606	42473	0.000313525
10 to 19 Unit	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	228	4600	3.38E-05
2 Unit	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	151	3643	2.68E-05
20 to 49 Unit	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	162	2905	2.14E-05
3 or 4 Unit	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	167	3868	2.84E-05
5 to 9 Unit	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	198	4406	3.24E-05
50 or more Unit	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	184	2664	1.96E-05
Mobile Home	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	126	2191	1.61E-05
Single-Family Attached	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	181	3792	2.79E-05
Single-Family Detached	"GA, 03600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1477	24872	0.00018292
10 to 19 Unit	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	15	193	1.38E-06
2 Unit	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	67	826	5.92E-06
20 to 49 Unit	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	20	193	1.38E-06
3 or 4 Unit	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	25	450	3.23E-06
5 to 9 Unit	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	26	462	3.31E-06
50 or more Unit	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	11	222	1.59E-06
Mobile Home	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	642	10407	7.46E-05
Single-Family Attached	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	44	702	5.03E-06
Single-Family Detached	"GA, 03700"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2824	38809	0.000278314
10 to 19 Unit	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	18	489	3.46E-06
2 Unit	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	66	1257	8.90E-06
20 to 49 Unit	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	17	332	2.35E-06
3 or 4 Unit	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	36	743	5.26E-06
5 to 9 Unit	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	42	834	5.91E-06
50 or more Unit	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	11	198	1.40E-06
Mobile Home	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	410	6619	4.69E-05
Single-Family Attached	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	49	854	6.05E-06
Single-Family Detached	"GA, 03800"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2823	42485	0.000300884
10 to 19 Unit	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7024	193	1.40E-06
2 Unit	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	44	1292	9.38E-06
20 to 49 Unit	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	4129	57	4.14E-07
3 or 4 Unit	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	33	812	5.89E-06
5 to 9 Unit	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	24	744	5.40E-06
50 or more Unit	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7053	122	8.85E-07
Mobile Home	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	266	4859	3.53E-05
Single-Family Attached	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	30	673	4.88E-06
Single-Family Detached	"GA, 03900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2380	39240	0.000284739
10 to 19 Unit	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	146	4988	3.69E-05
2 Unit	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	126	2670	1.97E-05
20 to 49 Unit	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	62	1396	1.03E-05
3 or 4 Unit	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	187	4918	3.64E-05
5 to 9 Unit	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	233	6929	5.12E-05
50 or more Unit	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	113	1851	1.37E-05
Mobile Home	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	305	6620	4.89E-05
Single-Family Attached	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	210	4802	3.55E-05
Single-Family Detached	"GA, 04000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2866	54448	0.000402577
10 to 19 Unit	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	261	7218	5.29E-05
2 Unit	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	32	694	5.08E-06
20 to 49 Unit	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	103	3322	2.43E-05
3 or 4 Unit	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	102	2248	1.65E-05
5 to 9 Unit	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	195	4447	3.26E-05
50 or more Unit	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	105	3086	2.26E-05
Mobile Home	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	23	554	4.06E-06
Single-Family Attached	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	260	5366	3.93E-05
Single-Family Detached	"GA, 04001"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1745	31011	0.000227159
10 to 19 Unit	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	25	1115	7.71E-06
2 Unit	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	4396	293	2.03E-06
20 to 49 Unit	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	13	541	3.74E-06
3 or 4 Unit	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	5685	134	9.27E-07
5 to 9 Unit	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	21	566	3.92E-06
50 or more Unit	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	31	1234	8.54E-06
Mobile Home	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	52	1606	1.11E-05
Single-Family Attached	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	75	2356	1.63E-05
Single-Family Detached	"GA, 04002"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1207	34512	0.000238719
10 to 19 Unit	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	61	2242	1.60E-05
2 Unit	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	56	1639	1.17E-05
20 to 49 Unit	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	35	1333	9.51E-06
3 or 4 Unit	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	22	564	4.02E-06
5 to 9 Unit	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	31	1280	9.13E-06
50 or more Unit	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	56	1761	1.26E-05
Mobile Home	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	25	1039	7.41E-06
Single-Family Attached	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	119	2798	2.00E-05
Single-Family Detached	"GA, 04003"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1644	41364	0.000294978
10 to 19 Unit	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7024	280	2.01E-06
2 Unit	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	4396	209	1.50E-06
20 to 49 Unit	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	12	493	3.54E-06
3 or 4 Unit	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	5685	141	1.01E-06
5 to 9 Unit	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7625	221	1.59E-06
50 or more Unit	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	12	548	3.93E-06
Mobile Home	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	20180	218	1.56E-06
Single-Family Attached	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	71	1516	1.09E-05
Single-Family Detached	"GA, 04004"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1190	35000	0.000251059
10 to 19 Unit	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	19	375	2.75E-06
2 Unit	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	20	477	3.50E-06
20 to 49 Unit	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	4129	216	1.58E-06
3 or 4 Unit	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	24	657	4.82E-06
5 to 9 Unit	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	19	468	3.43E-06
50 or more Unit	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	7053	147	1.08E-06
Mobile Home	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	34	1258	9.23E-06
Single-Family Attached	"GA, 04005"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	34	723	5.30E-06
