Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.64996	10420.2	0.000126936
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.290065	1192.79	8.61E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	7.41019	30035.9	0.000199383
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.09804	3813.22	8.67E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.9533	9398.69	8.82E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.50602	4384.63	1.94E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.304651	929.325	1.09E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0372325	144.117	5.28E-06
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	5.58918	20100.3	8.39E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	22.6052	64903.8	0.000458933
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	60.7994	159972	0.000442772
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	31.0044	74629.4	0.000135124
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	6.27184	15817.8	8.68E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.766503	2452.98	5.92E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	115.064	342121	0.000769918
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.412312	12.779	3.08E-07
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.314307	46.4122	1.16E-06
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.156616	19.2995	9.64E-07
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.24E-20	3.07E-39	2.75E-07
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.253029	9.09896	8.37E-08
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.723281	123.783	2.60E-07
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.24842	341.065	1.22E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.71397	1238.72	2.84E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.854059	515.093	2.25E-05
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	6.78E-20	8.20E-38	7.04E-06
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.37982	242.846	4.65E-06
Middle Atlantic	Multi-Family with 5+ Units	40000-59999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.94419	3303.7	2.43E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.56E-23	8.22E-41	6.57E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.73E-22	1.05E-39	0.000131871
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	8.03E-23	3.69E-40	0.000103434
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.25E-23	1.33E-40	3.71E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	2.46E-24	1.53E-41	2.10E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	6.30E-23	3.85E-40	5.25E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.79099	6763.96	0.000247111
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	19.8731	86661.4	0.000665264
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	9.2321	30353.9	0.000460915
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.58686	10986.2	0.000187678
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.283159	1257.57	0.000128037
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	7.23376	31667.3	0.000215867
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.47438	5264.5	0.000139989
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.96552	12975.8	0.000156576
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.0222	6053.37	3.93E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.409068	1283.02	2.31E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0499936	198.967	1.30E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	7.50482	27750.2	0.00016735
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	30.353	89605.5	0.000569736
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	81.6379	220857	0.000559342
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	41.6309	103033	0.000175009
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	8.42146	21837.9	0.000126971
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.02922	3386.56	9.08E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	154.502	472329	0.00106638
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.95848	2.18E-19	2.62E-07
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.49296	7.93E-19	1.18E-06
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.743927	3.30E-19	8.61E-07
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	5.91E-20	5.25E-59	1.41E-07
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.20189	1.55E-19	1.82E-07
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.43558	2.11E-18	1.67E-06
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	10.68	5.83E-18	5.65E-06
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	8.14138	2.12E-17	2.02E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	4.05678	8.80E-18	1.84E-05
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	3.22E-19	1.40E-57	5.14E-06
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	6.55413	4.15E-18	5.05E-06
Middle Atlantic	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	18.7349	5.64E-17	1.51E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	5.85E-23	1.68E-40	2.96E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	6.50E-22	2.16E-39	6.06E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.02E-22	7.55E-40	3.81E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	8.46E-23	2.73E-40	1.60E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	9.26E-24	3.13E-41	4.93E-06
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.36E-22	7.88E-40	1.40E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	6.72712	13843.6	0.000413858
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	74.6454	177368	0.00104007
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	34.6767	62124.6	0.000682425
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	9.7165	22485.2	0.000236309
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.06357	2573.85	0.000123255
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	27.1707	64812.7	0.000448896
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.39974	6261.86	6.37E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	6.45438	15434	7.52E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.29139	7200.18	1.83E-05
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.66581	1526.08	7.85E-06
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.081371	236.661	7.10E-06
Middle Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	12.2151	33007.5	8.85E-05
